Title,View,Like,Dislike,Category
convert 2D image to 3D object | deepfake neural networks,770 views,38,2,Programming
WD Green 240gb ssd | Bought at * 2800 INR * • flipkart buy • speed test,77 views,6,0,Programming
Problems Based on Binary Search | Java by Shubham Rawat,"1,182 views",64,2,Programming
Introduction to Digital Image Processing | Machine Learning by Manu S Pillai,"1,261 views",66,3,Programming
Recursion in Java | Part - 2 | By Garima Chhikara,"1,917 views",91,3,Programming
Roadmap to Become a Great Software Developer - with Manmohan bhaiya and Kartik bhaiya,"5,517 views",282,8,Programming
Workshop On Data Science | kNN on MNIST | By Mohit Uniyal,910 views,36,4,Programming
From MAIT to Zomato in 6 months | Zomato Interview Questions | Diwali Dhamaka Revealed,"4,262 views",209,6,Programming
Recursion in Java | Part - 1 | By Garima Chhikara,"2,915 views",141,8,Programming
Session 8 | Bitmasking - 2 | Live C++ Beginner Course for College Freshers | Coding Blocks,"2,226 views",90,3,Programming
Session 7 | Operators and Bitmasking | Live C++ Beginner Course for College Freshers | Coding Blocks,"3,272 views",110,4,Programming
Basics of Android | Chapter 4 | L1: Showing a simple list of items with ListView,"1,016 views",37,2,Programming
"Basics of Android | Chapter 3 | L2: Implicit Intents - Share, Dial, Browse",576 views,23,0,Programming
Basics of Android | Chapter 3 | L1: Intent to launch one Activity from another Activity,518 views,21,1,Programming
Basics of Android | Chapter 2 | L6: Handling Errors Properly,"1,032 views",37,0,Programming
Basics of Android | Chapter 2 | L5: Connecting UI with Logic,616 views,12,0,Programming
Basics of Android | Chapter 2 | L4: EditTexts and their properties,371 views,13,1,Programming
Basics of Android | Chapter 2 | L3: LinearLayouts & layout performance,371 views,15,1,Programming
Resume Roasts with Arnav | Episode 3 | Django Job Aspirants,"9,933 views",454,29,Programming
"Basics of Android | Chapter 2 | L2: FrameLayouts and Measurement Units - px, dp, sp",448 views,17,0,Programming
Basics of Android | Chapter 2 | L1: Placing Items on Screen,564 views,19,0,Programming
Basics of Android | Chapter 1 | L4: Running the app on your phone,475 views,13,1,Programming
Basics of Android | Chapter 1 | L3: Overview of Project Strucuture,938 views,35,4,Programming
Basics of Android | Chapter 1 | L2: Create your first Project,"1,100 views",42,0,Programming
Basics of Android | Chapter 1 | L1: Introduction to Android Studio,"2,744 views",125,1,Programming
"Citibank Interview Experience | How Ritwik Prepared and Cracked the Interview? Ritwik Ranjan, DTU","1,496 views",62,7,Programming
Session 5 | Variable Scope & Pattern | Live C++ Beginner Course for College Freshers | Coding Blocks,"3,151 views",96,1,Programming
Session 4 | Loops and Patterns - 2 | Live C++ Beginner Course - for College Freshers | Coding Blocks,"3,948 views",146,4,Programming
How to get started with Hackathons ⁉️ l Things You Need to Know Before Your First Hackathon 👨🏻‍💻,"6,650 views",348,8,Programming
Graphs: Problem Solving 📈 l LIVE Webinar 🔴 with Prateek Narang,"7,153 views",330,8,Programming
Session 3 | Loops and Patterns | Live C++ Beginner Course - for College Freshers | Coding Blocks,"4,828 views",160,2,Programming
3 machine learning/ Ai projects that will blow your mind (2020),170 views,6,0,Programming
Modi as a Deep Fake president of America | Deep Fake | Deep learning python,267 views,5,1,Programming
FACIAL DETECTION in just 2 LINES of CODE with face_recognition library in PYTHON,105 views,6,0,Programming
Blur Faces in Realtime With Python and OpenCv | python project,174 views,9,0,Programming
Scrape Dynamically loaded websites with python | python webscraping technique 2020 | python project,"2,194 views",93,2,Programming
1 Minute Python Tutorial : Get the Battery percentage of Laptop using python,172 views,14,0,Programming
10 Python List Methods Explained !,172 views,6,0,Programming
Take a SCREENSHOT with PYTHON in just 20 secs,108 views,7,1,Programming
FACIAL DETECTION in 2 minutes using opencv and python,"4,630 views",197,9,Programming
Obeject detection with python (easy tutorial),284 views,13,0,Programming
Python Project - Create a screen recorder app,563 views,28,2,Programming
Python pillow (PIL) tutorial : crop an image using python,49 views,3,0,Programming
14 string methods in python,204 views,7,0,Programming
Display Notifications on windows with python,383 views,19,0,Programming
Python Automation project : Unfollow users who are not following you back on instagram,829 views,43,1,Programming
Extract TEXT from IMAGES using pytesseract with python (easy python project 2020),378 views,9,2,Programming
Python Project 2020 : Video to ASCII Art | Command Line ASCII video player in python,"3,021 views",74,8,Programming
Python Pillow (PIL) Tutorial - How to rotate an image in python,63 views,2,0,Programming
Python Pillow (PIL) Tutorial - Create a new image with PIL.Image.new() method in python,66 views,3,0,Programming
Python Pillow (PIL) Tutorial series - installation and overview of pillow library,148 views,3,0,Programming
Python Pillow Library (PIL) tutorial series - Introduction,60 views,3,0,Programming
Cool design with python using turtle,114 views,4,0,Programming
3. Create PDF Files with Python : Backgroud fill color of text,64 views,4,0,Programming
Detecting Propaganda in Fake News using NLP | PyCon South Africa,11 views,0,0,Programming
FAU Deep Learning - Architecture (Part 4),17 views,0,0,Programming
FAU Deep Learning - Architecture (Part 3),8 views,0,0,Programming
FAU Deep Learning - Architecture (Part 2),3 views,0,0,Programming
FAU Deep Learning - Architecture (Part 1),7 views,0,0,Programming
FAU Deep Learning - Common Practices (Part 3),5 views,0,0,Programming
FAU Deep Learning - Common Practices (Part 2),7 views,0,0,Programming
FAU Deep Learning - Common Practices (Part 1),15 views,0,0,Programming
FAU Deep Learning - Regularization (Part 5),3 views,0,0,Programming
FAU Deep Learning - Regularization (Part 4),No views,0,0,Programming
FAU Deep Learning - Regularization (Part 3),3 views,0,0,Programming
FAU Deep Learning - Regularization (Part 2),No views,0,0,Programming
FAU Deep Learning - Regularization (Part 1),8 views,0,0,Programming
"FAU Deep Learning - Activations, Convolutions, and Pooling (Part 4)",3 views,1,0,Programming
PyTorch Profiler APIs and Best Practices | PyTorch Developer Day,17 views,1,0,Programming
Graph Neural Networks and Attention model | Prof. Laura Leal-Taixé,46 views,1,0,Programming
Model Interpretability w/ PyTorch | PyTorch Developer Day 2020,54 views,2,0,Programming
"Pattern Recognition in Machine & Deep Learning - Part 8: Logistic Regression, Loss Function",29 views,1,0,Programming
Visualization with Tensorboard | PyTorch Developer Day 2020,52 views,3,0,Programming
Graph Convolutional Operators in PyTorch JIT | PyTorch Developer Day 2020,37 views,2,0,Programming
"Why Deep Learning Expert, Jeremy Howard likes Jupyter Notebook",81 views,8,0,Programming
Why and How You Should Train Graph Convolutional Neural Networks | Graph+AI World 2020,145 views,7,0,Programming
Pattern Recognition in Machine & Deep Learning - Part 7: The Exponential Family,37 views,2,0,Programming
PyTorch on Windows!!! | PyTorch Developer Day 2020,70 views,4,0,Programming
PyTorch Mobile!! | PyTorch Developer Day 2020,73 views,7,0,Programming
TorchVision - Towards Research to Production | PyTorch Developer Day 2020,63 views,0,0,Programming
State of PyTorch in 2020 | PyTorch Developer Day 2020,117 views,3,0,Programming
NumPy compatible PyTorch | PyTorch Developer Day 2020,88 views,5,0,Programming
"FAU Deep Learning - Activations, Convolutions, and Pooling (Part 3)",22 views,0,0,Programming
Web Scraping Stock Tickers Using Python,"5,651 views",320,2,Programming
Simulate the Monty Hall Problem Using Python,"2,548 views",101,0,Programming
Stock Trading Using Bollinger Bands & Python,"6,944 views",328,5,Programming
Image To Pencil Sketch In 12 Lines Of Code Using Python,"4,919 views",291,8,Programming
How To Make Interactive Candlestick Charts Using Plotly & Python,"6,534 views",365,2,Programming
Trading Strategy Technical Analysis Using Python,"14,270 views",519,3,Programming
Create Your Own Google Stock Prediction Program Using Python And Machine Learning,"9,299 views",302,6,Programming
Build A Movie Recommendation Engine Using Python,"6,943 views",234,3,Programming
Facebook Stock Prediction Using Python And SVR,"5,214 views",160,5,Programming
Build A Simple Machine Learning Python Program,"4,781 views",124,6,Programming
AI in Healthcare Using Python,"3,994 views",140,0,Programming
Build A Simple Chat Bot GUI Using Python,"16,049 views",376,14,Programming
Python For Finance Cryptocurrency Analysis,"5,653 views",168,3,Programming
Match Your Resume To A Job Description (Resume Scanner),"9,461 views",396,6,Programming
Developing a deep learning project (case study on transformer),919 views,50,4,Programming
How do transformers work? (Attention is all you need),741 views,34,0,Programming
How to learn deep learning? (Transformers Example),"2,598 views",116,0,Programming
Machine Learning Projects (Intermediate level) | 2020,"1,004 views",42,0,Programming
3 Machine Learning Projects For Beginners (Highly visual) | 2020,"1,535 views",77,4,Programming
Thailand protests: More than 40 injured as clashes rock Bangkok - BBC News,"18,989 views",473,23,News
Lockdown loneliness advice from a 91-year-old - BBC News,"15,486 views",893,49,News
Ethiopia Tigray crisis: Government forces 'march on capital' - BBC News,"51,464 views",722,105,News
Will Jeremy Corbyn’s return to the Labour Party undermine Keir Starmer’s leadership? - BBC Newsnight,"45,637 views",330,632,News
Foreign companies paid millions by UK government to procure PPE during pandemic - BBC News,"24,586 views",255,105,News
Indian factory Workers supplying major brands allege exploitation - BBC News,"33,669 views",528,66,News
Biden: Trump lack of co-operation 'embarrassing for country' - BBC News,"112,822 views",1.5K,2.4K,News
Egypt: More than 100 intact sarcophagi unearthed near Cairo - BBC News,"49,103 views",1.3K,77,News
Moderna: Covid vaccine shows nearly 95% protection - BBC News,"67,351 views",978,380,News
Nasa SpaceX launch: Rocket blasts off to the International Space Station - BBC News,"59,141 views",819,49,News
Nagorno-Karabakh: One family's tragedy - BBC News,"66,163 views",1.3K,164,News
India’s wrestling pits turn into gyms in pandemic - BBC News,"31,357 views",495,59,News
Bigfin squid spotted in Australia for first time - BBC News,"76,120 views",1K,48,News
Typhoon Vamco: Dozens dead as Philippines hit by powerful storm - BBC News,"181,037 views",1.5K,75,News
Nagorno-Karabakh: The families burning down their own homes - BBC News,"152,866 views",1.4K,330,News
Storm Iota Creates Floods In Central America | NBC News NOW,"4,384 views",66,4,News
New Jersey Limits Indoor Gatherings To 10 People As Covid Cases Surge | NBC News NOW,"6,514 views",131,13,News
Drone Footage Shows Packed Testing Center In Wisconsin | NBC News NOW,"7,807 views",134,12,News
How To Rebook Holiday Travel As Covid Cases Across U.S. Rise | NBC News NOW,"4,646 views",41,2,News
Live: NBC News NOW - November 18,"27,349 watching now",3.3K,548,News
Moderna CEO Says Covid Vaccine Could Face Distribution Delays In Europe | NBC News NOW,"159,500 views",857,622,News
"Twitter, Facebook CEOs Testify Over Concerns Of Anti-Conservative Bias | NBC News NOW","70,778 views",730,77,News
The Hidden Covid-19 Crisis: Elderly People Are Dying From Isolation | NBC News,"23,914 views",368,44,News
Coronavirus Cases Rise In Every State | NBC Nightly News,"130,971 views",701,79,News
"Trump Orders Drawdown Of Troops In Iraq, Afghanistan, Considered Iran Strike | NBC Nightly News","78,519 views",483,60,News
Family Works To Help Others After Young Son Dies By Suicide Amid Pandemic | NBC Nightly News,"53,936 views",238,23,News
Biden Transition Team Meets With National Security Advisers | NBC Nightly News,"142,123 views",1.3K,123,News
Ohio Gov. DeWine Issues 10 PM Curfew For 21 Days Amid Coronavirus Case Spike | NBC News NOW,"15,772 views",152,95,News
McConnell Says Withdraw From Afghanistan Or Iraq 'Would Be A Mistake' | NBC News NOW,"123,333 views",783,764,News
Iowa Gov. Reynolds Issues Statewide Mask Mandate Amid Rising Covid Cases | NBC News NOW,"39,052 views",383,658,News
Georgia Secretary Of State Accuses Fellow Republicans Of ‘Making Bold-Faced Lies’ | NBC News NOW,"116,481 views",2K,89,News
SpaceX Dragon Crew Capsule Docks With International Space Station | NBC News NOW,"20,699 views",233,14,News
Hurricane Iota Lashes Areas Of Nicaragua Still Reeling From Eta | NBC News NOW,"40,286 views",151,8,News
"Georgia Secretary Of State: Recount ‘Going As Planned,’ Is ’Transparent’ | NBC News NOW","71,116 views",839,93,News
Covid Outbreaks On Mink Farms Stir Controversy Among Scientists | NBC News NOW,"40,592 views",759,98,News
"New delays for COVID test results, possible at-home solution l GMA","13,268 views",204,135,News
"Trump appears to break with 124-year history of concession speeches, experts discuss","124,371 views",2.5K,269,News
The rural county that has a finger on America’s pulse,"14,147 views",313,25,News
Health care workers are at a breaking point,"28,070 views",611,46,News
Hospitals across the country are reaching capacity treating COVID-19 | WNT,"100,354 views",1.2K,1.4K,News
Biden briefed on national security issues | WNT,"197,637 views",2.4K,1.4K,News
"New defense secretary moves to withdraw troops, raising concerns | WNT","10,728 views",199,27,News
Dolly Parton’s major Vanderbilt donation supported COVID-19 vaccine | WNT,"12,578 views",395,36,News
"Hurricane Iota, nurses protest, Thailand uprising: World in Photos: Nov. 17","15,136 views",387,29,News
"Pentagon chief announces Iraq, Afghanistan troop reductions | ABC News","11,368 views",149,124,News
What Europe’s latest COVID-19 surge means for the United States l ABC News,"31,831 views",280,203,News
Europe battling second wave of COVID-19 as countries tighten restrictions l ABC News,"7,544 views",115,14,News
Hurricane Iota slams Central America as Category 4 storm,"61,282 views",545,27,News
Senior advisers talked Trump out of striking Iran,"329,207 views",2.6K,1.2K,News
New COVID restrictions going into place,"11,954 views",209,48,News
Hurricane Iota slams Central America as Category 4 l GMA,"48,794 views",363,45,News
Americans divided over presidential election results,"155,487 views",1.7K,411,News
Americans still hesitant to take COVID-19 vaccine if available,"18,195 views",235,79,News
'Star Wars' marks 'Life Day' with new special,"9,039 views",281,28,News
Moderna announces COVID-19 vaccine breakthrough | WNT,"37,401 views",507,188,News
"ABC News Prime: COVID-19 vaccine shows promise, Biden transition struggles; Star Wars celebration","70,838 views",681,135,News
WWE Hall Of Famer RETURNING! More WWE Backstage WrestleMania Ideas! | WrestleTalk News,"42,095 views",2.5K,83,News
"Drew McIntyre Wins WWE Championship! | WWE Raw Nov 16, 2020 Review! | WrestleTalk Podcast","31,351 views",1.1K,37,News
WWE Call Audible On SmackDown! Zelina Vega Emotional Post-Firing | WrestleTalk News,"109,056 views",4.4K,101,News
20 Worst WWE Survivor Series Matches Ever | WrestleTalk Lists with Adam Blampied,"88,476 views",4.7K,64,News
"SERIOUS WWE Injury! WWE SmackDown Nov. 13, 2020 Review | WrestleTalk Podcast","23,185 views",670,41,News
TOP WWE Star Secretly Turns FACE! AEW Video Game Details REVEALED! | WrestleTalk News,"93,229 views",3.6K,94,News
MORE WWE Releases! WWE FORCED OUT Of ThunderDome! WWE Raw Review! | WrestleTalk News,"91,971 views",3.7K,106,News
Best PPV Of 2020! AEW Full Gear 2020 Review! | WrestleTalk Podcast,"30,016 views",1.1K,65,News
WWE Star’s Push DROPPED! AEW Admit Mistake! Paige Stalker Arrest | WrestleTalk News,"85,634 views",3.3K,90,News
AEW FULL GEAR 2020 REACTIONS!,"42,097 views",1.1K,50,News
Seth Rollins & Murphy REUNITE! WWE Smackdown Nov 6 2020 Review | WrestleTalk Podcast,"14,773 views",518,24,News
WWE Star REJECTED RETRIBUTION! Roman Reigns Title Plans! WWE SmackDown Review! | WrestleTalk News,"94,693 views",3.4K,151,News
Triple H WWE CONFRONTATION Backstage! TOP AEW Star INJURED! | WrestleTalk News,"102,648 views",3.5K,133,News
Crazy WWE Plans SCRAPPED! Chris Jericho HEAT! AEW Dynamite Review | WrestleTalk News,"96,938 views",3.7K,180,News
RETRIBUTION WWE Title Plans! Kofi Kingston SHOOTS On WWE Booking! The Rock WWE | WrestleTalk News,"106,816 views",3.7K,145,News
"WWE Stars FRUSTRATED WITH Survivor Series?! WWE Raw Nov 2, 2020 Review | WrestleTalk Podcast","34,057 views",1K,49,News
TOP WWE Star Backstage HEAT! WWE Stars DEFY Twitch Ban! WWE Raw Review | WrestleTalk News,"111,312 views",4.1K,115,News
Teacher Instructs Students From Her Hospital Bed | Craig Melvin | MSNBC,"1,642 views",220,3,News
Geoffrey Canada: Children’s Way Of Life During Pandemic Has Caused Trauma | Stephanie Ruhle | MSNBC,830 views,82,2,News
Rural Communities Struggle During Coronavirus | Morning Joe | MSNBC,"5,121 views",562,11,News
Trump Campaign To File Petition For Recount In Two Wisconsin Counties | Craig Melvin | MSNBC,"40,512 views",4K,1K,News
Jon Ossoff: Runoff Is All About Turnout And Enthusiasm | Morning Joe | MSNBC,"44,951 views",1.7K,57,News
Georgia Officials Spar With Sen. Lindsey Graham | Morning Joe | MSNBC,"200,432 views",4.5K,385,News
Trump Fires Head Of Election Cybersecurity | Morning Joe | MSNBC,"213,955 views",4K,139,News
Pfizer To Seek Covid-19 Vaccine Approval 'Within Days' | Morning Joe | MSNBC,"110,514 views",1.4K,71,News
Covid Vaccine Rollout Plan Hindered By Trump Stonewalling Biden Transition | Rachel Maddow | MSNBC,"27,260 views",578,19,News
Cybersecurity Chief Fired; Openly Debunked Trump's Voter Fraud Lies | Rachel Maddow | MSNBC,"125,965 views",2.7K,172,News
Trump Breaks Promise To Never Share Troop Deployment Plans | The 11th Hour | MSNBC,"101,760 views",2.5K,94,News
Graham Faces Questions For Reaching Out To GA Election Officials | The 11th Hour | MSNBC,"231,917 views",3.9K,601,News
Trump Fires DHS Official Who Rejected His False Election Attacks | The 11th Hour | MSNBC,"183,357 views",2.7K,948,News
Klobuchar On Ouster Of Cyber Official: ‘He Should Never Have Been Fired.’ | The Last Word | MSNBC,"35,735 views",933,18,News
"Lawrence: ‘Another Day, Another Trump Vengeance Firing’ | The Last Word | MSNBC","578,497 views",12K,458,News
Brown: GOP Reps Show They Don’t Care About Essential Workers By Flouting Masks | All In | MSNBC,"62,947 views",1.2K,613,News
Remember When Ted Cruz Promised We Would Stop Caring About Covid-19 After The Election? | All In,"232,674 views",4.7K,1.3K,News
‘Fantasy World’: Lawyer Who Argued Against Rudy Giuliani Recaps Absurdity In Court | All In | MSNBC,"743,554 views",11K,684,News
Covid-19 Cases Rise In Nursing Homes Amid Case Surge Across U.S. | Katy Tur | MSNBC,"7,689 views",185,6,News
Ari Melber: Trump's 'Dumpster Fire' Legal Strategy Flailing Under Giuliani,"372,733 views",5.9K,368,News
Whitmer On Wayne County Deadlock To Certify Election: ‘No Question’ Biden Won Michigan | The ReidOut,"215,662 views",2.1K,2.1K,News
Trump Fires DHS Cybersecurity Chief Who Debunked Voter Fraud Claims | The ReidOut | MSNBC,"158,872 views",2.8K,218,News
Dr. William Shaffner Urges People To Believe Covid-Related Facts | Deadline | MSNBC,"18,235 views",525,15,News
"McGurk: Each Day The Transition Doesn’t Formally Start, ‘Our Country Takes On More And More Risk’","46,344 views",1K,40,News
'He was living in his own fantasy': Hear from the attorney going head-to-head with Rudy Giuliani,"60,690 views",5.7K,337,News
Michigan Republicans backtrack on blocking vote certification after bipartisan panel erupts,"61,400 views",5.4K,736,News
Pfizer reports Covid-19 vaccine is 95% effective,"97,292 views",2K,353,News
Lindsey Graham responds to ‘stunning’ charge from GOP lawmaker,"953,728 views",11K,1.7K,News
US will withdraw troops in Iraq and Afghanistan by January 2021,"242,511 views",3K,1.3K,News
Watch mask fight erupt on Senate floor,"648,676 views",12K,1.4K,News
Tensions between Morocco and Western Sahara’s independence movement intensify,"94,704 views",1.2K,241,News
Hear Chris Cuomo's fiery message to Dr. Scott Atlas,"608,453 views",16K,980,News
Why a Republican-led Senate might not be *such* a bad thing for Joe Biden,"169,882 views",3.2K,632,News
Video shows inside Russian hospitals amid overcrowded conditions,"275,554 views",2.3K,324,News
A breakdown of Rudy Giuliani's role in Trump's post-election fight,"1,558,319 views",15K,4.4K,News
'Eight and a half minutes of terror': Analyst describes moments after liftoff,"1,777,555 views",13K,6.8K,News
Fareed: The conspiracy theory of the 2020 election is here to stay,"663,597 views",10K,3.9K,News
Stelter: Fox News has never seen competition like this in its history,"1,081,191 views",18K,2.8K,News
'Frankly embarrassing': Tapper breaks down Trump's lawsuits alleging voter fraud,"1,533,369 views",22K,2.8K,News
Dr. Fauci discusses vaccines and the pandemic as US sees surge in cases,"540,071 views",3.2K,3.7K,News
Trump acknowledges Biden's win in latest tweet,"2,619,203 views",35K,5.6K,News
Pro-Trump groups gather in Washington to protest election,"2,874,885 views",23K,12K,News
Accused 'dead' voter is alive and speaking out,"1,847,704 views",29K,3.8K,News
WATCH LIVE: Speaker Pelosi holds news conference on election results,"8,140 views",525,292,News
WATCH LIVE: Lawmakers examine VA response to health concerns of veterans deployed to Uzbekistan,"16,042 views",184,22,News
WATCH LIVE: Georgia election official holds news conference amid recount,"40,809 views",1.1K,127,News
WATCH LIVE: Detroit mayor speaks on election results,"8,910 views",729,215,News
WATCH LIVE: Senate rules committee holds nomination hearing for FEC members,"16,659 views",181,30,News
WATCH LIVE: House transportation and infrastructure examines nation's passenger rail system,"2,543 views",40,3,News
"PBS NewsHour West live episode, Nov. 17, 2020","83,346 views",623,127,News
Can the Boy Scouts survive a flood of sexual abuse claims?,"5,040 views",112,15,News
Christopher Krebs defended election integrity. Trump fired him,"40,493 views",716,146,News
"PBS NewsHour full episode, Nov. 17, 2020","73,735 views",582,69,News
McMaster: U.S. has 'partnered with the Taliban against the Afghan government',"8,031 views",179,33,News
Watch Live: Senate debates confirmation of Judy Shelton to the Federal Reserve,"45,706 views",313,79,News
"A year after virus appeared, Wuhan tells China's pandemic story","8,787 views",159,64,News
"As Trump claims fraud, officials say this election was 'the most secure'","6,148 views",153,88,News
These Parkinson's patients find relief at the barre,"2,073 views",55,4,News
News Wrap: U.S. COVID cases rise 80 percent in 2 weeks,"4,109 views",76,13,News
How Republicans are responding to Trump's continued election defiance,"303,441 views",2.8K,314,News
"WATCH LIVE: Facebook, Twitter CEOs testify on social media's role in 2020 election","33,859 views",504,109,News
"WATCH LIVE: Iowa Governor Kim Reynolds gives coronavirus update -- November 17, 2020","8,952 views",74,34,News
"WATCH LIVE: Senators review plans for new national museums dedicated to Latino, women's histories","4,057 views",79,29,News
"Despite Trump, Biden plans for pandemic fight, economic recovery","5,037 views",111,56,News
Head of NIH urges Americans to take precautions while awaiting vaccine,"6,734 views",121,10,News
How dangerous can mutated coronavirus strains be? | COVID-19 Special,"3,580 views",326,32,News
US regulator to approve Boeing 737 MAX return | DW News,"2,462 views",55,29,News
Thailand votes on constitutional reforms as protests continue | DW News,"6,889 views",226,11,News
How important is contact tracing in the fight against coronavirus? | COVID19-Special,"8,514 views",168,28,News
How the US’ pandemic response crumbles under the current power struggles,"60,370 views",678,89,News
Brexit tade talks between Britain and the EU enter crucial final stretch | DW News,"28,523 views",341,33,News
Ethiopia’s Prime Minister Abiy vows ‘final’ offensive in Tigray conflict | DW News,"182,242 views",1K,297,News
Vaccine Update: Who's leading in creating an effective coronavirus vaccine? | DW News,"43,620 views",591,65,News
How India is transforming towards authoritarianism | DW Analysis,"22,294 views",930,784,News
How hospitals deal with surging numbers of patients in need of intensive care | COVID-19 Special,"28,015 views",346,24,News
Coronavirus Update: Germany to announce tighter coronavirus restrictions | DW News,"94,246 views",1K,126,News
Clashes in Ethiopia: Is the Tigray conflict spinning out of control? | DW News,"115,324 views",693,199,News
Peru’s interim president resigns amid unrest | DW News,"21,623 views",456,15,News
Peru's president under pressure after protesters die in crackdown | DW News,"28,731 views",614,16,News
Ethiopia conflict: Tigray missiles target Eritrean capital Asmara | DW News,"99,360 views",737,122,News
China and 14 partners sign world's biggest trade deal without US | DW News,"355,884 views",5.1K,929,News
Nagorno Karabakh: Armenians burn homes as they flee Kalbajar | DW News,"114,278 views",1.3K,639,News
UN: Civilian massacre in Ethiopia's Tigray a 'war crime' | DW News,"149,427 views",1.3K,150,News
Coronavirus vaccines: Big pharma's next cash cow?,"41,583 views",559,19,News
Coronavirus in Europe: Intensive care units under strain | DW News,"89,260 views",926,79,News
Reports: ‘Massacre’ of civilians in Ethiopia’s Tigray region,"186,077 views",1.3K,261,News
Large-scale coronavirus vaccine production is already underway | COVID-19 Special,"68,140 views",677,60,News
Daily News Report & Second Stimulus Check Update Wednesday Nov 18,"42,250 views",4.1K,140,News
Daily News Report & Second Stimulus Check Update Tuesday Nov 17,"434,176 views",22K,630,News
Special News Report: United States Presidential Election Loose Ends,"87,310 views",3.5K,1.3K,News
Daily News Report & Second Stimulus Check Update Friday Nov 13,"446,411 views",21K,944,News
Daily News Report & Second Stimulus Check Update Thursday Nov 12,"466,717 views",22K,801,News
Daily News Report & Second Stimulus Check Update Wednesday Nov 11,"489,071 views",21K,654,News
Daily News Report & Second Stimulus Check Update Tuesday Nov 10,"475,683 views",22K,1.5K,News
Daily News Report & Second Stimulus Check Update Monday Nov 9,"487,744 views",23K,1.2K,News
Daily News Report & Second Stimulus Check Update Friday Nov 6,"518,382 views",25K,677,News
Daily News Report & Second Stimulus Check Update Thursday Nov 5,"402,279 views",19K,469,News
Daily News Report & Second Stimulus Check Update Wednesday Nov 4,"401,498 views",18K,440,News
Second Stimulus Check Update & News Report Monday November 2,"459,301 views",21K,589,News
Second Stimulus Check Update & News Report Friday October 30,"581,382 views",31K,712,News
Second Stimulus Check Update & News Report Thursday October 29,"531,658 views",22K,675,News
Second Stimulus Check Update & News Report Tuesday October 27,"566,179 views",25K,813,News
Second Stimulus Check Update & News Report Monday October 26,"569,809 views",28K,860,News
Stimulus RECAP SUMMARY Jan - Nov 2020,"571,463 views",30K,1K,News
Second Stimulus Check Update & News Report Friday October 23,"653,293 views",36K,898,News
Second Stimulus Check Update & News Report Thursday October 22,"538,323 views",23K,784,News
Second Stimulus Check Update & News Report Tuesday October 20,"639,876 views",27K,718,News
Second Stimulus Check Update & News Report Monday October 19,"808,021 views",29K,753,News
Second Stimulus Check Update & News Report Friday October 16,"688,003 views",29K,845,News
Second Stimulus Check Update & News Report Thursday October 15,"669,689 views",28K,688,News
Second Stimulus Check Update & News Report Wednesday October 14,"632,924 views",26K,733,News
Second Stimulus Check Update & News Report Tuesday October 13,"746,759 views",29K,849,News
Second Stimulus Check Update & News Report Monday October 12,"677,947 views",29K,817,News
The Hindu Daily News Analysis || 18th November 2020 || UPSC Current Affairs || Prelims 21 & Mains 20,"2,736 views",191,4,News
The Hindu Daily News Analysis || 17th November 2020 || UPSC Current Affairs || Prelims 21 & Mains 20,"5,301 views",282,1,News
The Hindu Daily News Analysis || 12th November 2020 || UPSC Current Affairs || Prelims 21 & Mains 20,"8,985 views",354,7,News
The Hindu Daily News Analysis || 10th November 2020 || UPSC Current Affairs || Prelims 21 & Mains 20,"7,606 views",314,4,News
The Hindu Daily News Analysis || 09th November 2020 || UPSC Current Affairs || Prelims 21 & Mains 20,"7,849 views",356,5,News
The Hindu Daily News Analysis || 08th November 2020 || UPSC Current Affairs || Prelims 21 & Mains 20,"7,485 views",355,7,News
The Hindu Daily News Analysis || 07th November 2020 || UPSC Current Affairs || Prelims 21 & Mains 20,"6,938 views",310,2,News
The Hindu Daily News Analysis || 05th November 2020 || UPSC Current Affairs || Prelims 21 & Mains 20,"8,879 views",364,2,News
YAMINI .T.M | AIR 491 | UPSC CSE 2019 Results | Mock Interview | Civilisation,"2,882 views",93,4,News
The Hindu Daily News Analysis || 04th November 2020 || UPSC Current Affairs || Prelims 21 & Mains 20,"8,369 views",371,8,News
The Hindu Daily News Analysis || 03rd November 2020 || UPSC Current Affairs || Prelims 21 & Mains 20,"8,897 views",392,2,News
The Hindu Daily News Analysis || 01st November 2020 || UPSC Current Affairs || Prelims 21 & Mains 20,"12,723 views",480,1,News
The Hindu Daily News Analysis || 31st October 2020 || UPSC Current Affairs || Prelims 21 & Mains 20,"8,321 views",328,1,News
The Hindu Daily News Analysis || 30th October 2020 || UPSC Current Affairs || Prelims 21 & Mains 20,"8,184 views",375,4,News
MOURYAKRISHNA CHANDRASEKAR | AIR 470 | UPSC CSE 2019 Results | Mock Interview | Civilisation,624 views,11,0,News
The Hindu Daily News Analysis || 29th October 2020 || UPSC Current Affairs || Prelims 21 & Mains 20,"7,126 views",358,3,News
Sakthivel .T | AIR 471 | UPSC CSE 2019 Results | Mock Interview | Civilisation,"2,127 views",89,0,News
The Hindu Daily News Analysis || 28th October 2020 || UPSC Current Affairs || Prelims 21 & Mains 20,"7,497 views",393,4,News
The Hindu Daily News Analysis || 27th October 2020 || UPSC Current Affairs || Prelims 21 & Mains 20,"7,623 views",388,3,News
The Hindu Daily News Analysis || 25th October 2020 || UPSC Current Affairs || Prelims 21 & Mains 20,"8,577 views",424,3,News
